Well_ID,State,District,Block,Village,Latitude,Longitude,Year,pH,EC,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS,WQI,Water Quality Classification
W225837087053301,West Bengal,Bankura,simlapal,simlapal,22.9256,87.0756,2019,7.21,5.236441962829949,3.2188758248682006,3.58351893845611,1.6094379124341003,3.091042453358316,3.713572066704308,2.5649493574615367,1.0986122886681098,3.1354942159291497,1.3862943611198906,0.8064758658669484,4.770684624465665,49.55994,Excellent
W190400077140002,Maharashtra,Nanded,kandhar,janapuri-1,77.23333333,19.06666667,2022,7.64,6.729824070489475,5.450609176890295,4.642465970731788,4.264087336809195,3.2188758248682006,5.602118820879701,3.4995332823830174,3.8543938925915096,4.244200317766478,0.4700036292457356,0.5481214085096876,7.022868086082641,303.66436,Unsuitable for Drinking
W231924087302306,West Bengal,Bankura,sonamukhi,krishna bati,23.3236,87.5064,2019,7.79,6.251903883165888,4.653960350157523,4.276666119016055,0.0,4.48863636973214,4.795790545596741,3.4339872044851463,2.4849066497880004,3.58351893845611,3.784189633918261,0.5766133643039938,5.8377304471659395,142.91206,Poor
W184300077230002,Maharashtra,Nanded,mukhed,mukher-1,77.38333333,18.71666667,2022,7.49,6.976348070447749,5.215479088239032,5.348059458442851,4.467056883858457,3.487375077903208,5.831882477283517,4.11251186617755,3.8543938925915096,4.550714000192032,0.9932517730102833,0.8109302162163288,6.342121418721152,262.03056,Very Poor yet Drinkable
W231900087254501,West Bengal,Bankura,sonamukhi,nafardanga,23.2411,87.4097,2019,8.5,7.821643126239982,6.320768294250582,5.700443573390687,4.672828834461906,5.521460917862246,6.236369590203704,4.653960350157523,4.127134385045092,5.545177444479562,5.298317366548036,0.019802627296179712,7.418780882750794,677.622,Unsuitable for Drinking
W193000077400002,Maharashtra,Nanded,hadgaon,hadgaon-1,77.66666667,19.5,2022,7.73,6.962243464266207,5.905634290502789,4.455509411433685,4.163559631243574,3.784189633918261,5.846438775057725,3.2188758248682006,4.252771798816619,4.475061500641071,1.0647107369924282,0.8544153281560676,6.825460036255307,313.18472,Unsuitable for Drinking
W181419077121101,West Bengal,Bankura,sonamukhi,rampur,23.2939,87.1397,2019,7.84,6.20455776256869,4.532599493153256,4.499809670330265,3.4339872044851463,3.044522437723423,4.836281906951478,3.367295829986474,2.6390573296152584,3.8501476017100584,3.258096538021482,0.16551443847757338,5.733341276897746,129.03476,Poor
W193500078140002,Maharashtra,Nanded,kinwat,gokunda (kinwat)-1,78.23333333,19.58333333,2022,7.55,7.0925737159746784,5.723911845951367,5.121580188047982,4.177459468932607,4.12552017969055,5.993961427306569,3.044522437723423,4.455509411433685,4.517431271680085,0.9555114450274363,0.7371640659767197,7.463936604468925,452.4647,Unsuitable for Drinking
W230130087142501,West Bengal,Bankura,taldangra,moyra,23.0203,87.2356,2019,7.73,4.8283137373023015,2.9444389791664403,3.258096538021482,0.0,2.9444389791664403,3.828641396489095,2.70805020110221,1.0986122886681098,2.0794415416798357,0.0,0.8586616190375187,4.382026634673881,33.84122,Excellent
W191915077441801,Maharashtra,Nanded,bhokar,wadgaon (kh),77.73833333,19.32083333,2022,8.24,6.686360198202044,5.662265794453267,4.055257173514054,4.085976312551584,3.8133070324889884,5.5053315359323625,2.833213344056216,3.927896354584436,4.273884476054178,0.8754687373538999,0.688134638736401,6.249975242259483,215.01406,Very Poor yet Drinkable
W234106086583801,West Bengal,Barddhaman,asansol,asansol b,23.685,86.9772,2019,7.97,6.81783057145415,5.683579767338681,4.6443908991413725,3.4339872044851463,3.5263605246161616,5.017279836814924,3.6109179126442243,2.772588722239781,4.189654742026425,4.6443908991413725,0.0,6.335054251498059,239.59458,Very Poor yet Drinkable
W193517077324901,Maharashtra,Nanded,hadgaon,mathala,77.54694444,19.58805556,2022,7.91,7.0967213784947605,6.128396401603126,4.4953553199808844,4.417635062141249,2.5726122302071057,4.330733340286331,2.1972245773362196,2.667228206581955,5.464678903763262,1.0986122886681098,1.095273387402595,6.393590753950631,296.11864,Very Poor yet Drinkable
W234225086584901,West Bengal,Barddhaman,asansol,dadkha,23.7072,86.9803,2019,8.41,6.008813185442595,4.859812404361672,4.060443010546419,1.6094379124341003,0.0,4.948759890378168,3.2188758248682006,2.995732273553991,3.332204510175204,1.6094379124341003,0.6729444732424258,5.402677381872279,98.88574,Good
W191741077224201,Maharashtra,Nanded,nanded,ardhapur-1,77.37833333,19.29472222,2022,7.79,6.288601778330518,5.073297055220967,3.9926809084456005,3.6454498961866,3.417726683613366,5.3981627015177525,3.1354942159291497,3.716008121502189,3.1354942159291497,1.1631508098056809,0.7419373447293773,7.0925737159746784,264.45126,Very Poor yet Drinkable
W205750082490801,West Bengal,Barddhaman,asansol,hirapur,23.6617,86.9364,2019,8.04,6.747586526829315,5.147494476813453,5.2574953720277815,2.70805020110221,1.9459101490553132,5.303304908059076,3.367295829986474,3.4965075614664802,4.48863636973214,2.833213344056216,1.1019400787607843,6.1779441140506,208.70756,Very Poor yet Drinkable
W190259077373501,Maharashtra,Nanded,deglur,umri-gortha,77.62638889,19.03472222,2022,7.6,6.7903221820900415,4.950885289690482,5.100475998096045,4.067315889834181,3.824284091120139,5.739792912179234,3.299533727885655,4.102643365036796,3.9815490680767565,2.272125885509337,0.5766133643039938,5.517452896464707,183.2114,Poor
W234338086565101,West Bengal,Barddhaman,asansol,kanyapur,23.7275,86.9475,2019,8.33,6.616065185132817,5.594711379601839,4.532599493153256,2.70805020110221,2.995732273553991,5.484796933490655,4.07753744390572,3.1780538303479458,4.248495242049359,1.6094379124341003,0.7030975114131134,6.111467339502679,193.71862,Poor
W185330077502201,Maharashtra,Nanded,nanded,dharmabad,77.85,18.88333333,2022,7.82,6.508471029949054,5.24807615011129,4.055257173514054,3.9259259105971376,4.22683374526818,5.564520407322694,3.4372078191851885,3.828641396489095,3.5496173867804286,1.3609765531356006,0.5247285289349821,5.7899601708972535,165.34268,Poor
W232911087383601,West Bengal,Barddhaman,ausgram i,chak-radhamohanpur,23.4864,87.6433,2019,9.42,5.942799375126701,5.181783550292085,2.0794415416798357,0.0,0.0,4.983606621708336,2.9444389791664403,3.2188758248682006,3.332204510175204,1.0986122886681098,0.8919980393051105,5.3471075307174685,93.47788,Good
W185357077432401,Maharashtra,Nanded,biloli,biloli-1,77.72333333,18.89916667,2022,8.03,6.832816192317643,5.954281755980266,3.6888794541139363,4.3254562831854875,2.9391619220655967,5.081404364984463,2.5649493574615367,3.484312288372662,4.9473404437239425,1.0986122886681098,0.9477893989335261,7.075808863978387,332.60492,Unsuitable for Drinking
W201157079140401,West Bengal,Barddhaman,ausgram ii,chora,23.5675,87.6025,2019,8.12,5.003946305945459,4.127134385045092,2.70805020110221,0.0,1.0986122886681098,4.02535169073515,2.5649493574615367,1.9459101490553132,2.1972245773362196,1.3862943611198906,0.7654678421395714,4.454347296253507,38.17068,Excellent
W190045077245201,Maharashtra,Nanded,nanded,kapsi gumta,77.41444444,19.00111111,2022,7.87,6.9440872082295275,5.501666290534067,5.278114659230517,4.021773869387265,1.840549633397487,5.707110264748875,3.299533727885655,4.062165663857866,4.579852378003801,1.6863989535702288,0.832909122935104,7.117205503164344,348.72578,Unsuitable for Drinking
W232301085245401,West Bengal,Barddhaman,baraboni,lalganj,23.7669,86.9458,2019,8.47,6.934397209928558,5.278114659230517,5.204006687076795,3.784189633918261,3.7612001156935624,5.929589143389895,3.4965075614664802,4.290459441148391,4.31748811353631,1.0986122886681098,0.2546422183735807,6.3578422665081,251.69758,Very Poor yet Drinkable
W185926077042301,Maharashtra,Nanded,nanded,khambegaon,77.07305556,18.99055556,2022,7.86,7.162397497355718,5.550242719287699,5.364573162325102,4.185098925490565,4.394449154672439,6.042632833682381,3.2188758248682006,4.483002552013883,4.516338972281476,2.8154087194227095,0.6729444732424258,6.311734809152915,295.45564,Very Poor yet Drinkable
W231441087561601,West Bengal,Barddhaman,barddhaman sadar,amirpur,23.2042,87.9294,2019,8.11,5.220355825078324,4.127134385045092,3.367295829986474,0.0,1.3862943611198906,4.189654742026425,2.833213344056216,1.9459101490553132,2.302585092994046,1.3862943611198906,0.0,4.653960350157523,46.62254,Excellent
W183852077361101,Maharashtra,Nanded,deglur,atkali-1,77.60305556,18.64777778,2022,8.02,6.905352394365827,5.954281755980266,4.32280727501391,4.242764567340374,2.8735646395797834,5.14166355650266,2.70805020110221,3.520460802488973,5.033700567027251,1.0296194171811581,0.883767540168595,6.551080335043404,274.55428,Very Poor yet Drinkable
W231437087505101,West Bengal,Barddhaman,barddhaman sadar,amra,23.2081,87.9486,2019,8.33,7.138073034044347,5.872117789475416,5.365976015021851,2.1972245773362196,1.3862943611198906,5.638354669333745,3.8066624897703196,3.7376696182833684,4.787491742782046,3.9318256327243257,0.0,6.54965074223381,307.54262,Unsuitable for Drinking
W191234077172601,Maharashtra,Nanded,nanded,pada tharoda,77.29055556,19.20944444,2022,7.93,6.963189985870238,5.762994334288047,4.642465970731788,4.252771798816619,4.1728476237100445,5.755742213586912,3.044522437723423,4.180522258463153,4.55597994179732,1.33500106673234,0.712949807856125,5.996452088619021,240.19272,Very Poor yet Drinkable
W231500087523001,West Bengal,Barddhaman,barddhaman sadar,barddhaman,23.2325,87.8647,2019,8.34,6.842683282238422,5.641907070938114,5.0106352940962555,2.302585092994046,2.0794415416798357,5.442417710521793,3.5553480614894135,3.58351893845611,4.584967478670572,2.302585092994046,0.3506568716131694,6.244166900663736,229.13176,Very Poor yet Drinkable
W191126077202201,Maharashtra,Nanded,nanded,nanded,77.33944444,19.19055556,2022,7.87,6.892540113175657,5.640842674882327,4.856706811803519,3.970291913552122,4.009149716158869,5.955837369464831,3.1354942159291497,4.396915247167632,3.885679030088544,0.9932517730102833,0.5538851132264376,7.1853870155804165,356.74678,Unsuitable for Drinking
W232102088014001,West Bengal,Barddhaman,barddhaman sadar,bhandardihi,23.3506,88.0278,2019,8.2,5.817111159963204,5.075173815233827,3.367295829986474,1.6094379124341003,1.9459101490553132,4.912654885736052,3.1354942159291497,2.995732273553991,2.6390573296152584,1.9459101490553132,0.3001045924503381,5.288267030694535,87.5658,Good
W190748077194701,Maharashtra,Nanded,nanded,dhanegaon,77.32972222,19.13,2022,7.73,7.4377951216719325,5.596568390349052,5.977619140285929,4.177459468932607,3.9646154555473165,6.338594078203183,3.716008121502189,4.736198448394496,4.857484114602081,1.589235205116581,0.5653138090500605,6.150602768446279,345.95272,Unsuitable for Drinking
W233217087281301,West Bengal,Barddhaman,barddhaman sadar,piariganj,23.5386,87.4697,2019,7.88,7.011213987350367,4.709530201312334,5.488937726156687,3.4011973816621555,4.574710978503383,5.655991810819852,4.07753744390572,3.5553480614894135,4.59511985013459,4.0943445622221,0.0,6.52649485957079,285.08032,Very Poor yet Drinkable
W185519077054801,Maharashtra,Nanded,nanded,police wadi,77.08555556,18.92194444,2022,8.13,7.174724309836376,6.0156692358048,5.056245805348308,4.139955073474153,3.8264651170664994,5.846438775057725,3.299533727885655,4.23410650459726,4.906755163608864,1.3862943611198906,0.6312717768418579,7.190676034332207,412.50702,Unsuitable for Drinking
W233217087281301,West Bengal,Barddhaman,barddhaman sadar,piariganj,23.5383,87.4703,2019,7.69,4.465908118654584,3.4657359027997265,2.70805020110221,0.0,0.0,3.044522437723423,1.6094379124341003,1.0986122886681098,2.5649493574615367,0.0,0.07696104113612832,3.9512437185814275,22.81366,Excellent
W192515077520201,Maharashtra,Nanded,hadgaon,himayat nagar-1,77.86722222,19.42083333,2022,7.81,6.884486652042782,5.073297055220967,5.295814236329918,4.141546163706395,2.797281334830153,5.846438775057725,2.70805020110221,4.334672938290411,4.14946386144318,0.9555114450274363,0.688134638736401,6.836259277277067,291.62664,Very Poor yet Drinkable
W224800086564501,West Bengal,Barddhaman,barddhaman sadar,raipur,23.2383,87.9583,2019,8.72,7.31455283232408,4.382026634673881,6.202535517187923,2.6390573296152584,2.1972245773362196,6.206575926724928,4.875197323201151,3.7376696182833684,5.017279836814924,1.6094379124341003,0.3220834991691133,6.796823718274855,369.11508,Unsuitable for Drinking
W190401077345301,Maharashtra,Nanded,bhokar,shelgaon,77.58138889,19.06694444,2022,7.89,6.667719859997709,5.723911845951367,4.1713056033582285,3.5553480614894135,2.917770732084279,5.771441123130016,2.833213344056216,4.23410650459726,3.4242626545931514,0.6931471805599453,0.7030975114131134,6.073044534100405,195.04566,Poor
W232740087562301,West Bengal,Barddhaman,bhatar,bolgona,23.4611,87.9397,2019,8.1,6.421622267806518,4.90527477843843,4.605170185988092,3.295836866004329,3.4965075614664802,5.484796933490655,3.9318256327243257,3.367295829986474,3.4657359027997265,0.6931471805599453,0.712949807856125,5.8664680569332965,154.2664,Poor
W185738077343401,Maharashtra,Nanded,mukhed,balegaon,77.57611111,18.96055556,2022,8.27,6.291754307598845,5.310245937413311,3.597312260588446,3.3032169733019514,2.5257286443082556,5.25227342804663,2.5649493574615367,3.686376323895818,3.370738174177447,1.8870696490323797,0.6097655716208943,6.461468176353717,182.45688,Poor
W233417087140801,West Bengal,Barddhaman,durgapur-faridpur,banagram,23.5714,87.2358,2019,8.07,6.198478716492308,5.181783550292085,4.060443010546419,2.1972245773362196,3.4011973816621555,4.875197323201151,3.1354942159291497,2.9444389791664403,3.8501476017100584,2.3978952727983707,0.09531017980432487,5.700443573390687,129.63298,Poor
W185324077250401,Maharashtra,Nanded,mukhed,kolambi,77.41777778,18.89,2022,7.85,6.611503255847289,5.662265794453267,3.7727609380946383,3.5145260669691587,4.056988775678332,5.755742213586912,2.9444389791664403,4.198704577546343,3.342861804649192,0.4700036292457356,0.5068176023684519,7.302496423727326,342.2318,Unsuitable for Drinking
W233245087163201,West Bengal,Barddhaman,durgapur-faridpur,bhiringi,23.5525,87.2719,2019,8.17,6.894670039433482,5.921578419643816,4.532599493153256,2.995732273553991,3.1780538303479458,5.739792912179234,4.174387269895637,3.6109179126442243,4.23410650459726,3.4339872044851463,0.7654678421395714,6.333279628139691,249.27038,Very Poor yet Drinkable
W185222077114601,Maharashtra,Nanded,kandhar,kandar-1,77.19611111,18.87277778,2022,7.99,6.716957903707138,5.905634290502789,4.115779842942166,3.572345637857985,2.2300144001592104,5.802118375377063,2.1972245773362196,4.334672938290411,3.713572066704308,2.388762789235098,0.3987761199573678,6.333279628139691,222.56766,Very Poor yet Drinkable
W232902087200601,West Bengal,Barddhaman,durgapur-faridpur,deshbandhunagar,23.4839,87.335,2019,7.98,6.796823718274855,5.62040086571715,4.709530201312334,3.2188758248682006,3.6375861597263857,5.420534999272286,3.6109179126442243,3.5263605246161616,4.61512051684126,2.772588722239781,0.3074846997479606,6.261491684321042,228.25272,Very Poor yet Drinkable
W184733077364201,Maharashtra,Nanded,biloli,talani,77.61166667,18.7925,2022,7.74,6.5009893251409245,5.146912912388804,4.32280727501391,4.030694535145645,3.7909846770510898,5.484796933490655,2.5649493574615367,3.9512437185814275,3.696351468952637,0.5877866649021191,0.4762341789963716,6.282266746896006,190.96076,Poor
W232855087183101,West Bengal,Barddhaman,durgapur-faridpur,durgapur barage,23.4819,87.3086,2019,7.98,5.7899601708972535,4.762173934797756,3.784189633918261,0.0,1.791759469228055,4.61512051684126,2.833213344056216,2.772588722239781,2.9444389791664403,2.6390573296152584,0.009950330853168083,5.204006687076795,81.44672,Good
W185634077262501,Maharashtra,Nanded,mukhed,somthana,77.44027778,18.94277778,2022,8.09,7.9291264873067995,6.395261598115449,6.264730707825403,4.219507705176107,3.8264651170664994,6.089044875446846,3.299533727885655,4.522874943261261,6.060057338573594,3.139832617527748,0.8064758658669484,6.184148890937483,526.80416,Unsuitable for Drinking
W233400087142501,West Bengal,Barddhaman,durgapur-faridpur,gamon colony,23.5669,87.2403,2019,8.02,7.175489713624222,5.3981627015177525,5.700443573390687,3.2188758248682006,1.791759469228055,5.655991810819852,3.295836866004329,3.9889840465642745,5.049856007249537,1.791759469228055,0.3220834991691133,6.55250788703459,309.98328,Unsuitable for Drinking
W184610077334701,Maharashtra,Nanded,biloli,kuncheli,77.56305556,18.76944444,2022,8.02,6.499787040655854,5.550242719287699,3.493472657771326,3.4468078929142076,3.9889840465642745,5.420534999272286,2.70805020110221,3.8543938925915096,3.9318256327243257,0.8754687373538999,0.7514160886839212,6.739336627357174,238.13748,Very Poor yet Drinkable
W233424087135001,West Bengal,Barddhaman,durgapur-faridpur,gopalmath,23.5736,87.2306,2019,8.19,6.71901315438526,5.337538079701318,4.736198448394496,3.367295829986474,4.174387269895637,5.723585101952381,3.7612001156935624,3.912023005428146,3.295836866004329,3.9512437185814275,0.0,6.2166061010848646,214.67266,Very Poor yet Drinkable
W190015077111501,Maharashtra,Nanded,kandhar,ambe sangwi,77.1875,19.00416667,2022,7.76,6.554218263734332,5.215479088239032,4.3694478524670215,3.86702563949741,4.048300623720694,5.602118820879701,2.5649493574615367,4.08260930600368,3.6454498961866,0.5306282510621704,0.5709795465857378,7.158513997329321,304.72054,Unsuitable for Drinking
W233432087171401,West Bengal,Barddhaman,durgapur-faridpur,lal maidan,23.5758,87.2875,2019,8.19,6.984716320118266,5.337538079701318,5.365976015021851,4.007333185232471,3.332204510175204,5.303304908059076,3.8066624897703196,3.1354942159291497,5.10594547390058,1.791759469228055,0.3920420877760237,6.486160788944089,276.40766,Very Poor yet Drinkable
W185058077193101,Maharashtra,Nanded,kandhar,barul,77.32527778,18.84944444,2022,7.94,6.452364362104247,5.450609176890295,3.9926809084456005,3.6913763343125234,2.6390573296152584,5.420534999272286,2.833213344056216,3.828641396489095,3.563882963939251,1.8718021769015913,0.5933268452777344,6.805722553416985,237.31286,Very Poor yet Drinkable
W233526087170501,West Bengal,Barddhaman,durgapur-faridpur,north avenue,23.5906,87.285,2019,7.98,6.240275845170769,5.4510384535657,3.9318256327243257,1.9459101490553132,0.0,5.049856007249537,3.044522437723423,3.295836866004329,3.8066624897703196,0.6931471805599453,0.7561219797213337,5.66988092298052,129.98672,Poor
W191835077325201,Maharashtra,Nanded,hadgaon,wanwadi,77.54777778,19.30972222,2022,7.97,6.508918157164194,5.368775830196598,4.1713056033582285,3.6506582412937387,3.8133070324889884,4.795790545596741,2.5649493574615367,3.131136910560194,4.629862798578463,0.6931471805599453,0.8671004876833833,7.2485040723706105,319.76688,Unsuitable for Drinking
W233200087180001,West Bengal,Barddhaman,durgapur-faridpur,piala,23.5281,87.3033,2019,7.29,4.812184355372417,3.912023005428146,2.70805020110221,0.0,0.0,3.9318256327243257,2.5649493574615367,1.791759469228055,1.3862943611198906,1.9459101490553132,0.0,4.248495242049359,31.36006,Excellent
W184825077273801,Maharashtra,Nanded,hadgaon,gadga,77.46055556,18.80694444,2022,7.99,6.547072313645866,5.662265794453267,3.380994674344636,3.391147045808654,3.970291913552122,5.62040086571715,2.833213344056216,4.062165663857866,3.3105430133940246,0.832909122935104,0.5877866649021191,6.620073206530356,229.28776,Very Poor yet Drinkable
W232042087312001,West Bengal,Barddhaman,galsi i,kasba,23.3486,87.5106,2019,7.99,5.976350909297934,4.990432586778736,3.8501476017100584,1.791759469228055,0.0,4.795790545596741,2.9444389791664403,2.9444389791664403,3.4965075614664802,1.0986122886681098,0.44468582126144574,5.356586274672012,96.44186,Good
W182907077190401,Maharashtra,Nanded,mukhed,ramwadi shivar,77.31777778,18.48527778,2022,8.06,6.569200876156599,5.450609176890295,4.275276264727001,4.117409835153096,2.791165107812717,4.564348191467836,2.5649493574615367,2.8213788864092133,4.78164132910387,0.9932517730102833,0.7227059828014898,5.556828061699537,161.93204,Poor
W232245087362401,West Bengal,Barddhaman,galsi i,paraj more,23.3794,87.6069,2019,7.99,6.093569770045136,4.812184355372417,4.060443010546419,3.8918202981106265,2.5649493574615367,5.327876168789581,4.04305126783455,2.833213344056216,2.4849066497880004,1.0986122886681098,0.0,5.6240175061873385,117.64786,Poor
W214936074133601,Maharashtra,NANDURBAR,akrani,dhadgaon-1,74.22666667,21.82666667,2022,7.62,6.535821654082765,5.871836059652451,3.8522730010223722,3.3105430133940246,3.6082115510464816,5.755742213586912,4.206184043977636,3.624340932976365,3.4531571205928664,0.6418538861723948,0.3646431135879093,5.934894195619588,182.36858,Poor
W232308087352901,West Bengal,Barddhaman,galsi i,rekona,23.3858,87.5914,2019,8.02,5.908082938168931,3.784189633918261,4.499809670330265,0.0,3.9318256327243257,4.709530201312334,3.044522437723423,2.772588722239781,3.6375861597263857,1.6094379124341003,0.0,5.484796933490655,99.48228,Good
W212143074144701,Maharashtra,NANDURBAR,nandurbar,nandurbar,74.24638889,21.36194444,2022,7.64,6.6436595163364975,5.800606659291741,4.3694478524670215,3.86702563949741,2.714694743820879,5.723585101952381,4.264087336809195,3.484312288372662,3.8044377947482086,0.4054651081081644,0.4054651081081644,7.168579897264035,323.51386,Unsuitable for Drinking
W231717087341801,West Bengal,Barddhaman,galsi i,sillaghat,23.2883,87.5717,2019,8.04,5.910796644040527,5.181783550292085,3.367295829986474,1.0986122886681098,0.0,5.081404364984463,2.9444389791664403,3.367295829986474,2.833213344056216,1.0986122886681098,0.8919980393051105,5.318119993844216,92.61356,Good
W213343074005701,Maharashtra,NANDURBAR,akkalkuwa,akkalkuva,74.01583333,21.56194444,2022,7.61,6.253059284796445,5.618950539139504,3.493472657771326,3.1570004211501135,3.3603753871419,5.351858133476067,3.893859034800475,3.131136910560194,3.653252276470785,0.5306282510621704,0.23111172096338664,7.415175109613295,335.78154,Unsuitable for Drinking
W232224087431001,West Bengal,Barddhaman,galsi ii,bahirghona,23.3728,87.7106,2019,8.08,5.8971538676367405,5.0369526024136295,3.367295829986474,2.5649493574615367,2.995732273553991,4.61512051684126,3.6109179126442243,1.0986122886681098,3.6109179126442243,1.3862943611198906,0.0,5.442417710521793,99.15012,Good
W210400073495701,Maharashtra,Nandurbar,nawapur,vadkolambi,73.8325,21.06666667,2022,7.73,6.282079813537204,5.871836059652451,2.928523523860541,2.928523523860541,2.4765384001174837,5.5254529391317835,3.933784497209659,3.4468078929142076,3.877431560658527,0.262364264467491,0.2851789422336624,6.776506992372183,228.96272,Very Poor yet Drinkable
W232024087434801,West Bengal,Barddhaman,galsi ii,sanko (kulgaria bazar),23.34,87.73,2019,8.21,5.945420608606575,5.075173815233827,3.9318256327243257,0.0,0.0,4.795790545596741,3.1354942159291497,2.833213344056216,3.4657359027997265,1.3862943611198906,0.0,5.389071729816501,97.17094,Good
W212455074075001,Maharashtra,Nandurbar,nandurbar,loy,74.13055556,21.41527778,2022,7.54,6.907055033867744,5.905634290502789,4.4953553199808844,4.165113633110308,4.231203744939298,5.786897381366708,3.933784497209659,3.903990833730882,4.430816798843313,0.33647223662121295,0.49469624183610705,5.517452896464707,215.04866,Very Poor yet Drinkable
W230547087592601,West Bengal,Barddhaman,jamalpur,berugram (moralpara),23.0964,87.9906,2019,8.76,5.8289456176102075,4.219507705176107,4.060443010546419,2.0794415416798357,1.6094379124341003,4.564348191467836,3.1354942159291497,2.3978952727983707,3.4965075614664802,1.6094379124341003,0.41871033485818504,5.241747015059643,82.14064,Good
W210950073465001,Maharashtra,Nandurbar,nawapur,nawapur2,73.78055556,21.16388889,2022,7.72,6.5773048746794185,5.922114468973189,3.8522730010223722,3.169685580677429,2.7013612129514133,5.638354669333745,3.9721769282478934,3.624340932976365,3.713572066704308,0.5306282510621704,0.3293037471426004,7.664346632098617,434.13898,Unsuitable for Drinking
W191518084462301,West Bengal,Barddhaman,jamalpur,gopalpur,23.0811,88.0889,2019,8.24,7.007600613951853,6.030685260261263,5.123963979403259,0.0,1.791759469228055,5.484796933490655,2.70805020110221,3.9318256327243257,5.081404364984463,2.302585092994046,0.7975071958841881,6.490723534502507,283.52836,Very Poor yet Drinkable
W214820074055001,Maharashtra,Nandurbar,akarni,khuntamodi,74.09722222,21.80555556,2022,7.84,6.1465433675080625,5.526249434594043,2.928523523860541,2.990719731730447,1.410986973710262,5.303304908059076,3.370738174177447,3.484312288372662,2.667228206581955,0.262364264467491,0.29266961396282,6.740519359606223,203.76236,Very Poor yet Drinkable
W230855088001301,West Bengal,Barddhaman,jamalpur,haibatpur,23.1486,88.0036,2019,8.21,7.255591274253665,6.113682179832232,5.332718793265369,2.772588722239781,3.1780538303479458,5.545177444479562,4.343805421853684,2.833213344056216,5.402677381872279,1.6094379124341003,0.019802627296179712,6.729824070489475,360.88194,Unsuitable for Drinking
W212319074111701,Maharashtra,Nandurbar,nandurbar,sundarde-1,74.18805556,21.38861111,2022,7.71,7.955425088912672,5.922114468973189,6.119857761876381,5.448460024977757,5.323497665078335,7.0825485693553,5.353752073436137,5.0912931971137105,4.532599493153256,1.0986122886681098,0.2851789422336624,7.063903961472068,640.97724,Unsuitable for Drinking
W234215087050201,West Bengal,Barddhaman,jamuria i,damodarpur,23.7042,87.0839,2019,8.14,7.183870715062453,5.7430031878094825,5.181783550292085,3.7376696182833684,4.68213122712422,6.226536669287466,4.442651256490317,4.290459441148391,4.356708826689592,1.6094379124341003,0.7030975114131134,6.6240652277998935,331.95196,Unsuitable for Drinking
W212720074370401,Maharashtra,Nandurbar,shahada,wadali-1,74.61777778,21.45555556,2022,7.9,6.8988154374126625,5.954281755980266,4.7086288943563215,3.824284091120139,4.220977213155467,5.802118375377063,3.9721769282478934,3.903990833730882,4.4942386252808095,0.4054651081081644,0.5187937934151675,6.796823718274855,308.1883,Unsuitable for Drinking
W234115087050401,West Bengal,Barddhaman,jamuria i,mondalpur,23.6875,87.0844,2019,8.25,6.88653164253051,5.54907608489522,4.8283137373023015,3.58351893845611,3.295836866004329,5.351858133476067,3.6109179126442243,3.4011973816621555,4.653960350157523,2.9444389791664403,0.8020015854720274,6.274762021241939,238.3695,Very Poor yet Drinkable
W214140074264701,Maharashtra,NANDURBAR,shahada,rampur,74.44638889,21.69444444,2022,7.69,6.640398572991602,5.618950539139504,3.8522730010223722,3.4995332823830174,4.401829261970061,5.69035945432406,3.763522997109702,3.8543938925915096,3.3357695763397,0.5306282510621704,0.33647223662121295,6.115892125483034,200.67886,Very Poor yet Drinkable
W233925087044601,West Bengal,Barddhaman,jamuria i,satgram,23.6569,87.0794,2019,8.4,6.161207321695077,4.859812404361672,4.174387269895637,2.9444389791664403,3.1780538303479458,4.709530201312334,3.1354942159291497,2.6390573296152584,4.0943445622221,1.3862943611198906,0.49469624183610705,5.662960480135946,122.8996,Poor
W214519074003301,Maharashtra,NANDURBAR,akkalkuwa,bajri pati,74.00916667,21.75527778,2022,7.8,5.963836379990508,5.24807615011129,2.928523523860541,3.0819099697950434,2.501435951739211,4.983606621708336,3.66612246699132,2.580216829592325,3.1570004211501135,0.4700036292457356,0.2546422183735807,5.720311776607412,114.1708,Poor
W234238087171201,West Bengal,Barddhaman,jamuria ii,pandabeswar,23.7117,87.2767,2019,8.08,6.79346613258001,5.62040086571715,4.605170185988092,4.3694478524670215,3.258096538021482,5.545177444479562,3.970291913552122,3.4339872044851463,4.5217885770490405,2.1972245773362196,0.4824261492442927,6.317164686747284,235.51812,Very Poor yet Drinkable
W211708074121501,Maharashtra,Nandurbar,nawapur,shravani,74.20416667,21.28555556,2022,7.73,6.593044534142437,5.573673789309181,4.055257173514054,3.919991175077323,3.730501128804756,5.673323267171493,4.44500143383527,3.0155349008501706,3.3032169733019514,0.33647223662121295,0.29266961396282,5.762051382780177,174.99152,Poor
W234228087154701,West Bengal,Barddhaman,jamuria ii,pandaveswar,23.7078,87.2631,2019,7.93,6.336825731146441,4.990432586778736,4.31748811353631,2.1972245773362196,4.174387269895637,4.948759890378168,3.4965075614664802,2.772588722239781,4.189654742026425,2.6390573296152584,0.4762341789963716,5.8944028342648505,152.62602,Poor
